Class,F1,Precision,Recall,Average Precision
attack,0.8975870782341574,0.9328527291452111,0.8648906712498806,0.9635302313049896
investigation,0.9017079083180984,0.9497043941824155,0.8583293649682064,0.9728839545922359
mount,0.9068781816029359,0.9357013729418088,0.8797776552737964,0.9695047690295964
other,0.9529977151531589,0.924491302454998,0.9833180324700426,0.9952818487962024
Macro Average,0.9020577227183972,0.9394194987564785,0.8676658971639611,0.968639651642274
