Class,F1,Precision,Recall,Average Precision
attack,0.8430924497762544,0.9571938168846611,0.7532964695874096,0.9412214212663352
investigation,0.9007199890137916,0.9369724575925291,0.8671683174300975,0.9694371146256393
mount,0.9062446922946272,0.9503651368521048,0.8660390629226857,0.9738065535037298
other,0.9539359382588357,0.9275394962499308,0.9818787987802072,0.9946916898932743
Macro Average,0.8833523770282244,0.948177137109765,0.828834616646731,0.9614883631319014
