Class,F1,Precision,Recall,Average Precision
attack,0.9538084207657719,0.9730330831248263,0.9353287012292891,0.9932396899039321
investigation,0.9460903533565586,0.9325348710211864,0.960045738243842,0.990869992268754
mount,0.9542789137725847,0.9634306186648025,0.9452994384189994,0.9925409896622372
other,0.9784811224510869,0.9829918423913494,0.9740116106963128,0.9984327215846727
Macro Average,0.9513925626316384,0.9563328576036051,0.9468912926307101,0.992216890611641
