Class,F1,Precision,Recall
attack,0.9477434679334916,0.9452054794520548,0.9502951227089158
investigation,0.9488587428829749,0.9434649513697834,0.9543145616455537
mount,0.9508204703705507,0.9544454763184906,0.9472228959495513
other,0.9766688257366173,0.9791891492769592,0.9741614429509975
