Class,F1,Precision,Recall,Average Precision
attack,0.8044654239740896,0.8313038524531795,0.779305740987984,0.8650291686310021
investigation,0.852981273315404,0.9387954140891948,0.781541518807665,0.9306362697064807
mount,0.8547778495427815,0.8785200195653693,0.8322851846948233,0.9196313946155634
other,0.9314680320266636,0.884625529910504,0.9835486923095723,0.9895744852641906
Macro Average,0.837408182277425,0.882873095369248,0.7977108148301574,0.9050989443176821
