Class,F1,Precision,Recall,Average Precision
attack,0.7850727117194184,0.7842341380046999,0.7859130807107686,0.8494081332264924
investigation,0.8510593567495539,0.9387203917529992,0.7783722034971837,0.9314135401618153
mount,0.8575644743389558,0.8730696666899588,0.8426003978824561,0.9318614324450889
other,0.9312651686506299,0.8856303972366149,0.9818583762707144,0.9893812645809099
Macro Average,0.831232180935976,0.865341398815886,0.8022952273634694,0.9042277019444654
