Class,F1,Precision,Recall,Average Precision
attack,0.5254612546125461,0.7500810372771475,0.40436871996505025,0.5300411227825402
investigation,0.8005235422940049,0.8205357534306633,0.7814642538017654,0.886010509397139
mount,0.863350414531517,0.8324161478208476,0.8966725801566354,0.9347934767042184
other,0.9299630027638879,0.9040302218453058,0.9574275251380912,0.9844483244301243
Macro Average,0.7297784038126892,0.8010109795095528,0.6941685179744836,0.7836150362946325
