Class,F1,Precision,Recall,Average Precision
attack,0.8084128490782835,0.8333504995365125,0.7849243306169965,0.6579394673542932
investigation,0.8609475878017664,0.9492308288448871,0.7876885876345676,0.7631744588890376
mount,0.8475000601815076,0.860403734297864,0.8349777060999906,0.7251649880923934
other,0.9305515873095159,0.8817764954012413,0.9850385773747081,0.9423431252517023
