Class,F1,Precision,Recall,Average Precision
other,0.9590725241279885,0.9214343426570736,0.9999164961797002,0.9998203757704276
behavior-1,0.2390171258376768,0.9938080495356038,0.1358442657638595,0.41934427834999966
