Class,F1,Precision,Recall,Average Precision
attack,0.40876168737105484,0.3315530869472335,0.532845044632639,0.4489713432027321
investigation,0.7933885907412999,0.8333412902477784,0.7570915174422207,0.8748746799316447
mount,0.8372919461870398,0.806722101879673,0.8702698628071762,0.9257664636819047
other,0.9221797918440482,0.9115057308839692,0.933106809224696,0.980214880041686
Macro Average,0.6798140747664648,0.657205493024895,0.720068808294012,0.7498708289387604
