Class,F1,Precision,Recall,Average Precision
attack,0.7009969325153375,0.6509292886135442,0.759408490487663,0.7709982119332617
investigation,0.8494141619969434,0.9097617699815173,0.7965746430426915,0.9238442127925891
mount,0.8436351651973305,0.8943470057997345,0.7983657174936843,0.9028408570721633
other,0.9366790806191033,0.9039284032030146,0.9718921875474794,0.9887386459629394
Macro Average,0.7980154199032038,0.8183460214649321,0.7847829503413464,0.8658944272660047
