Class,F1,Precision,Recall,Average Precision
attack,0.6995600251414205,0.6340525528733176,0.7801629720494173,0.7824563172606263
investigation,0.8460951076111856,0.9181779120601815,0.7845063692411687,0.9212843888553454
mount,0.8457651794125203,0.8626231570120886,0.8295534724322144,0.89899658623189
other,0.9347577297907096,0.9002763385146805,0.971985652097262,0.9882000234481624
Macro Average,0.7971401040550421,0.8049512073151958,0.7980742712409334,0.8675790974492873
