Class,F1,Precision,Recall,Average Precision
other,0.9738830908436584,0.9493334669740403,0.9997361199071142,0.9997660576713512
behavior-0,0.5669224211423699,0.9925373134328358,0.3967780429594272,0.7941420603050736
