Class,F1,Precision,Recall,Average Precision
attack,0.9727953003706553,0.9905290892259488,0.9556853315012024,0.9972943022824335
investigation,0.941277153382765,0.9601767799049262,0.9231071857111947,0.9884293521090292
mount,0.9520366598778003,0.9799105583117881,0.9257046669747178,0.99227392405162
other,0.9735379056779004,0.9611932799497567,0.9862037412927629,0.9978662257255654
Macro Average,0.9553697045437403,0.9768721424808877,0.9348323947290383,0.9926658594810275
