Class,F1,Precision,Recall,Average Precision
attack,0.9731709869867076,0.9931638538773766,0.9539671682626539,0.9974207390421959
investigation,0.9425219725664693,0.9614112383459621,0.9243606557377049,0.9885483782204106
mount,0.9579176150462924,0.9778142687443225,0.9388145315487572,0.9930656949273433
other,0.9737325131067275,0.9620474171769509,0.9857049551651025,0.997837791291644
Macro Average,0.9578701915331563,0.9774631203225538,0.9390474518497053,0.9930116040633167
