Class,F1,Precision,Recall,Average Precision
attack,0.9769016146000091,0.9896209804466686,0.9645050578034682,0.9975524540025922
investigation,0.9441420638847655,0.9536935052433798,0.9347800448166057,0.9882588446017073
mount,0.9623841851330003,0.9847955260398462,0.9409701928696669,0.9938001243964254
other,0.9760048153388606,0.9688508809055526,0.9832651840871861,0.9979112543732502
Macro Average,0.961142621205925,0.9760366705766316,0.9467517651632469,0.9932038076669083
