Class,F1,Precision,Recall
attack,0.9735925271396112,0.9929961891028942,0.9549326465927099
investigation,0.94733630549443,0.9626342794252143,0.9325169495979397
mount,0.9513602638087387,0.9868549648162627,0.9183302260015461
other,0.9747970298072668,0.9635745415579645,0.986284008991551
