Class,F1,Precision,Recall,Average Precision
attack,0.6922547332185885,0.6213182286302781,0.7814766839378239,0.49423230181349614
investigation,0.8613393949991257,0.9162449333881005,0.8126422006997477,0.7701098970224943
mount,0.8346622105514443,0.8542389445394576,0.8159626604434073,0.7040741600083075
other,0.9392035260160699,0.9117838615623461,0.9683234809184863,0.9379388598067038
