Class,F1,Precision,Recall,Average Precision
attack,0.6547007844909023,0.5675425478886278,0.7734860248447205,0.7499222703649359
investigation,0.840845740702971,0.9278762540665516,0.7687413476479729,0.9207957848385697
mount,0.8458000969915885,0.8835511145272867,0.8111428296500626,0.9052074597635191
other,0.9305549156536106,0.8879384518762757,0.9774683526800838,0.9883678222988124
Macro Average,0.7804488740618206,0.7929899721608221,0.7844567340475853,0.8586418383223416
