Class,F1,Precision,Recall
attack,0.7191263850971575,0.6917610710607621,0.7487459592018727
investigation,0.8576196616855041,0.9200347203385233,0.8031350634589884
mount,0.8305891310554868,0.8528707549474713,0.8094420998933358
other,0.9356042747131856,0.9017001779696315,0.9721575831802408
