Class,F1,Precision,Recall
attack,0.7674508291554185,0.7045079065376446,0.8427442123094298
investigation,0.86302780638517,0.9361634216406001,0.8004912663755459
mount,0.785765636232926,0.9045517241379311,0.6945562380851514
other,0.948900038595137,0.9124174274474876,0.98842164509126
