Class,F1,Precision,Recall
attack,0.6430469441984057,0.6034912718204489,0.6881516587677725
investigation,0.8451885316089408,0.9306196761818064,0.7741237559498053
mount,0.7705426356589147,0.7826771653543307,0.7587786259541984
other,0.9575063361969651,0.9286413552396356,0.9882233042690522
