Class,F1,Precision,Recall,Average Precision
attack,0.6340330504689594,0.6378504672897196,0.6302610548748002,0.6543741806746062
investigation,0.7417301394561577,0.7637920581994544,0.7209069451398327,0.8305600370573188
mount,0.8757796014067996,0.9509164969450102,0.8116471099521947,0.9597228490170339
other,0.9132533873228469,0.8925098931007932,0.9349840555242919,0.9763215546345017
Macro Average,0.7505142637773056,0.7841863408113947,0.7209383699889426,0.8148856889163195
