Class,F1,Precision,Recall
attack,0.8709457926967566,0.8948962945700303,0.8482438701126573
investigation,0.8635664300957864,0.9118063197610439,0.8201744049021918
mount,0.9785381594569089,0.9968986478104453,0.9608417528546661
other,0.9635147979949793,0.9407919786774972,0.9873624269468356
