Class,F1,Precision,Recall
attack,0.6114171656686627,0.6175806451612903,0.6053754940711462
investigation,0.7085264364379329,0.7089857385060337,0.7080677290836653
mount,0.8370893293510725,0.9176960857270428,0.7694995632097841
other,0.9265317483708289,0.9157954361547176,0.9375227807415752
