Class,F1,Precision,Recall,Average Precision
attack,0.6240631163708087,0.5660107334525939,0.6953846153846154,0.7265146644665429
investigation,0.8652676627374428,0.9445150186452486,0.7982890589824403,0.9480892235015028
mount,0.7985648385443362,0.8208640674394099,0.7774451097804391,0.8985479712720144
other,0.9561416898986896,0.9263497104427424,0.987913602178208,0.996000931711553
Macro Average,0.7626318725508625,0.7771299398457509,0.7570395947158316,0.8577172864133532
