Class,F1,Precision,Recall,Average Precision
attack,0.8555612891119764,0.9392316407456999,0.785578911095796,0.7392343933110124
investigation,0.8994526505211067,0.9296702445073042,0.8711375767038234,0.8313095824822774
mount,0.8895922205403423,0.9479446698274598,0.8380071727952296,0.7969004026407243
other,0.9548698568551637,0.9309107019118266,0.9800948811991708,0.9554854025484422
