Class,F1,Precision,Recall,Average Precision
attack,0.901080872418452,0.9616850345040684,0.8476622787108489,0.8160629454093501
investigation,0.9185479747770265,0.9398147789359476,0.8982223538997112,0.8625091428143891
mount,0.9193400334219879,0.954592111051371,0.8865988741601598,0.8485349726760278
other,0.9626946716576551,0.9465642784928037,0.9793843513827999,0.9603886150816706
