Class,F1,Precision,Recall,Average Precision
attack,0.8193490594207224,0.989185291997116,0.6992864424057085,0.6919719170923511
investigation,0.9051781255731949,0.9370015887162397,0.8754453036753845,0.8394976961687531
mount,0.9054569117783768,0.9521481988366978,0.863130843191989,0.8241412800945246
other,0.9556082327117342,0.9280935125126376,0.9848042268517588,0.9588526381062954
