Class,F1,Precision,Recall,Average Precision
attack,0.839647119875454,0.8332475023174374,0.8461458006484678,0.7088736217360437
investigation,0.885092144473162,0.9368388421746038,0.8387627235070044,0.8050391652145934
mount,0.8636785938480852,0.8406080453590107,0.8880512237942786,0.7542068324114787
other,0.948506724164413,0.9236405357203712,0.9747488471344198,0.9479579691925263
