Class,F1,Precision,Recall,Average Precision
attack,0.8710136095876497,0.8833041507879287,0.8590604026845637,0.7614882334694294
investigation,0.899380199286955,0.9530669973263068,0.8514192744392135,0.8257663848662589
mount,0.9020809648559143,0.8920279583557359,0.9123631455281708,0.8190720044411186
other,0.9530472958088595,0.9255792467047593,0.9821955237674288,0.9555306593495618
