Class,F1,Precision,Recall,Average Precision
attack,0.8659310813104736,0.9081392864772484,0.8274720996626006,0.9400034197569599
investigation,0.898272303216474,0.9423487447399111,0.8581347974064045,0.969199009767247
mount,0.9124412862820667,0.9264202361819579,0.8988779280653582,0.9741823310607356
other,0.9557011922323523,0.9307395195478098,0.9820386660702748,0.9951348001040917
Macro Average,0.8922148902696714,0.9256360891330391,0.8614949417114545,0.9611282535283142
