Class,F1,Precision,Recall,Average Precision
attack,0.2814321398834304,0.1684825179804885,0.8538433778419343,0.5362176772715261
investigation,0.867491820877211,0.9259052126883232,0.8160113963538881,0.9324943452402139
mount,0.8758306370246669,0.8795332261896444,0.8721590909090909,0.9473553373806679
other,0.953258917769316,0.9402135343067985,0.9666714019126089,0.9921139347193464
Macro Average,0.6749181992617693,0.657973652286152,0.8473379550349711,0.8053557866308027
