Class,F1,Precision,Recall,Average Precision
attack,0.9535767849046074,0.9734387239193905,0.9345091605140826,0.9934604123069268
investigation,0.951033081295194,0.9431944510752065,0.9590030927978032,0.9927732472525712
mount,0.9582644124458063,0.9614282719586332,0.9551213078338134,0.9945620543108662
other,0.9799841200984116,0.9825121683152771,0.9774690480579081,0.9987067887034012
Macro Average,0.9542914262152026,0.9593538156510767,0.9495445203818997,0.9935985712901214
